ID_Info,SAP_Technologies,Programming_Languages,Databases,Web_Technologies,Communication_Skills,Business_Skills,Technical_Skills,Development_Tools,Other_Skills
87528,ISO 9001; Internal Quality Auditor; ISO 27001; Customer Audits; Quality Audit; Six Sigma,CMMI,,,,,,,Quality Assurance; QMS; Quality Management
23063,Equity; Credit Derivatives; Investment Banking; VAR; FXO; Fixed Income Securities,FX,,,,,,,Business Analysis; Interest Rate Derivatives; swaps derivatives
118926,Human Resource,,,,,,,,
82731,mbbs graduated; fresher mbbs; experience mbbs; foreign graduates,rmo,,,,,,,nonclinical work
64752,Risk Analysis; Market Risk; Liquidity Risk Reportin; Treasury reporting; market risk indicators,liquidity risk,,,,,,,Liquidity Coverage Ratio; Funding Ratio
39986,CSR Activities; Case Studies; Campaigns; Corporate Communication; Social Media; Corporate Strategy,Project Management,,,,,,,PR; Employee Engagement; Relationship Management
46217,ITIL Command Center; Incident Management; Incidents; ITIL framework,Problem Management,,,,,,,itil
84433,instrumentation; tools; communication skills; interpersonal; mba; technical,m sc,,,,,,,experience; analytical; sales marketing
14999,XML; Data Layer; SQL Server; WCF; Design Patterns; SOA; .NET Framework 4.0; .NET,.NET Framework,,,,,,,WPF; Technical Architecture; OOAD; Web Technologies
98510,Enterprise Data Governance; SAP EDG; Data Analyst; Master Data Management,data management,,,,,,,Informatica
93062,webdynpro; events; team oriented; strong communication skills; business objects; sap abap,experience,,,,,,,environment; travel; object oriented programming
93998,Stored Procedures; Query; SSAS; SSIS; T - SQL; VB SCRIPT,SQL Server Administration,,,,,,,SSRS; Database Administration; SQL DBA
38812,breakdown engineering; Preventive Maintenance,,,,,,,,
89367,Marketing Campaigns; Region; Regional Sales; B2C; Sales Management; Sales,Distribution,,,,,,,Consumer Durables; Sales Strategy; Regional Sales Manager
12260,AR; gl; general ledger; fa; TDS; Ap; accounts receivable; payable,Accounting,,,,,,,BANK RECONCILATION; VAT; Brs; accounts payable; STATUTORY COMPLIANCES
29109,HR; Induction; Gratuity Act; Wages; Leave Management; Training,Recruitment,,,,,,,Payroll Processing; Administration; Onboarding
92168,Functional Consultancy; Techno Functional,,,,,,,,
55367,Identity Access Management,,,,,,,,
88407,Receptionist Activities,,,,,,,,
86631,Purchase; Procurement; Vendor Development; Material Management,,,,,,,,Vendor Management
101767,SQL Server; Azure; C#; Visual Studio; C#.Net; Data Modeling,.Net,,,,,,,TFS; Powershell; Software Engineering
68429,Environment; Stores; Purchase; Education,,,,,,,,safety
28184,Client Servicing; client support; customer support; international voice,customer support,,,,,,,cse
18134,coordination; tools; program manager; m; responsible; process,e,,,,,,,activities; data collection; drafting
79464,Corporate Handling; Interpersonal Skills; Manual Testing; QTP; Software Testing,Selenium,,,,,,,Automation Testing; Web Technologies; Talent Acquisition
5481,layout; lvs; timing_closure; place_and_route; specman; mixed-signal_integrated_circuit; digital_circuit_design; ic; hspice; circuit_design; pll; ovm; ras,physical_data_model,,,,sdp,,,synopsys; cadence; allegro; schematic; calibre; mentor_graphics; lithography; opc; design_management; veritas_storage_foundation; cmos; vlsi; rfic; cadence_virtuoso; cts; dv
4060,booting; dtp; dso; customer_exit; sap_bex; sap_hana; data_extraction; xcelsius; bapi; smartforms; dialog_programming; cobbler; postfix,bex_query_designer,,,,openldap,,,adobe_pagemaker; sap_bi; bwa; ods; infocube; qlikview; pca; sap_bpc; psa; business_intelligence; user_exit; sap_alv; sapscript; pxe; kickstart; ntp
52613,genpact; metlife; convergys; IGT; john keels; steria,u s captive unit,,,,,,,hcl; barclays; teleperformance; accenture
31082,Crash &amp; Safety Analyst,,,,,,,,
38544,IP; Communication Skills; Arp; Zigbee; FTP,Networking,,,,,,,Bluetooth; Embedded Testing; Embedded Systems
24153,Business Development Management; Prospecting; Client Relationship; Sales; Staff Augmentation; Business Development,Account Management,,,,,,,Recruitment; Market Intelligence; Client Management; BD
57864,Furniture; Electricals; Interior Designing; Design,,,,,,,,Plumbing
42743,coordination; quantitative; qualitative; coordinating; travel; data quality,market research,,,,,,,field; loans; quality control
45215,english; ledger; operational; backend; analytical; software development,sql,,,,,,,reconciliation; metrics; regression
64786,Lobby Officer: Only Female,,,,,,,,
55857,English; Interviewing; Hindi; Tamil,Customer Care,,,,,,,Communication Skills
72123,Medical Coding,,,,,,,,
58926,Groovy; Grails; Web Service; JSON; Hibernate; Ajax; Scripting,Spring,,,,,,,Java; Framework; JavaScript; JQuery
38040,Editorial Proof Reader; content editor; editorial proofer; editorial editor; editorial content editor,editorial medical transcriptionist,,,,,,,editorial copy editor; Proof Reading
2177,team; building; mentorship; best_practices; estimating; budget; project_management; decision-making; leadership; integration; finance; psm; scrum,it_management,,,,csm,,,coaching; problem_solving; accountability; cross-functional; metrics; communication_skills; multitasking; documentation; time_management; procedure; customer_service; partnership; management_consulting; qa; conflict_resolution; scrum_master; consensus_decision-making
14372,XML; JSON; SQLite; Third Party; J2Ee,Android SDK,,,,,,,Web Services; Web Technologies; Application Development
22697,Marketing Management; Brand Management; FMCD,,,,,,,,
1490,optical; character; recognition; pts; ptp; enterprise_content_management; database_design; ecm; ibm; sap; sd; development_management; qnxt,enterprise_software,,,,pharmacy,,,report_writer; president; business_process; banking; dba; gmail; filenet; datacap; document_management; business_intelligence; case_management; sap_implementation; sap_mm; implementation; sap_fico; icd-9; property_management; cpc
35803,Social Media; Digital Marketing; SEO; Online marketing,,,,,,,,
56344,SIEM; Qradar; RSA Envision,,,,,,,,
49206,Hardware Engineer; Design Validation; Design &amp; Development; Board Design,Testing,,,,,,,Circuit Design
37189,VMware; WinTEL,,,,,,,,
112572,BPO; Voice Process; Hiring; Customer Support,customer care,,,,,,,customer service
91248,Retail Analytics,,,,,,,,
38667,New Business; Production Department; Sales; Lead Generation,,,,,,,,
8197,java; tcp; transmission_control_protocol; udp; linux; saas; infrastructure_as_a_service; distributed_systems,api,,,,,,,user_datagram_protocol; apis; software_as_a_service; iaas; client_server; virtualization; infrastructure
81354,Project Management; PMO; Project Planning; Agile Methodology,Scrum,,,,,,,Agile
93784,Area Sales Management; Distribution; Capability Building; Program Management; Area Sales,Sales,,,,,,,Process Standardization
77778,UI Development,,,,,,,,
72633,qa engineering; .; ASP.Net; WCF; SQL Server; Javascript; Visual Studio,C#,,,,,,,WPF; MVC; C#.Net; Web Services
45189,Functional Support Expert - SAP SRM,,,,,,,,
30715,corporate selling; Corporate Sales; corporate marketing,,,,,,,,
44290,Receptionist Activities; Front Desk; Administration; Admin Executive,,,,,,,,
86291,Project Officer,,,,,,,,
85203,Business Analysis; Front Office; Black - Scholes; Cox - Ross; Back Office,Credit Risk,,,,,,,market data management; Project Planning
93379,indesign; html; web design; dreamweaver; jquery; fireworks,javascript,,,,,,,illustrator; ajax; adobe flash
72997,mca; good communications skills; asp net c; b tech; net technologies; net asp net,ajax,,,,,,,knowledge; microsoft net; vb net
65691,MANAGER (Fabrication &amp; Welding),,,,,,,,
69575,Development Management; problem analysis; Operations; Policies; .NET; design patterns,C#,,,,,,,C++; troubleshooting; web design
14214,consulting; tools; projects; and marketing; marketing; automation,documents,,,,,,,clients; strategic planning; sms
31198,UX; Twitter Bootstrap; Google Analytics; Web Technologies; Wordpress; PHP; Javascript; MySQL,SEO,,,,,,,HTML; Adobe photoshop; Adobe illustrator; CSS; Jquery; HTML5; CSS3; DHTML; XHTML
83057,SR; Project Review; Engineering Drawing; Marketing Management; Site Engineering,Plant Engineering,,,,,,,Project Scheduling
20489,International Sales; Inside Sales; Inbound; Demand Generation; IT Sales; Outbound Sales; Cross Selling; Corporate Sales,Salesforce.com,,,,,,,Azuga; BPO; Lead Generation; Upselling; Outbound; B2B Sales; Software Sales; Cold Calling; US Sales
83742,Oracle RAC; Dataguard; RMAN; Performance Tuning; OracleDBA; dev ops,Disaster Recovery,,,,,,,Technical Leadership; Oracle DBA; devops
85415,Policy Research; Programme Director; Business and programme strategy development; human development; Finance Management,Team Management,,,,,,,programme strategy development
76706,Fund Accounting; NAV Calculation; Finance; Mutual Funds,Investment Management,,,,,,,Impact Analysis
81442,Quality Management; Defect Prevention; Process Optimization; Software Development; ProilS,prime,,,,,,,radar
101679,Advanced Java; Groovy; Maven; NetBeans; Jython; Core Java,Oracle Database,,,,,,,Eclipse; SOAP UI; Python
15684,Acquiring clients through existing clients referrals; Margin collections for trade both online and through cheques; nsuring after market confirmations to customers on voice recorders; RTGS,,,,,,,,
128549,operational; consolidation; customer satisfaction; experience; operating system; dhcp,process management,,,,,,,procedures; dns; windows server admin
44511,Front Office; front desk; front office executive; receptionist,,,,,,,,
69540,senior level hiring; Recruitment; Head Hunting; Volume Hiring,,,,,,,,
63912,UX; UX design; Semantic HTML; JPQL; JavaScript; SQL,HTML,,,,,,,CSS; Java; JPA
110040,configuration; ipt; unity; cisco; mgcp; call manager,qos,,,,,,,voip; cas; mrp
41728,machine tools; machine tool; cnc machine; diploma in mechanical; mechatronics; assembly,building,,,,,,,mechanical; electronics engineering; mechanical engineering
15356,xml; java; j2ee; sql; hibernate; servlets,struts,,,,,,,oracle; ajax; jsp
98156,Business Development Management; Dealership Management; New Business; machinery loan; Cross Selling; Business Loan,Sales Management,,,,,,,working capital; Distribution Network; Equipment Finance
20013,Accounts Recievable; Statutory Auditing; Intern; Article Ship; Office co ordination; Finance Executive; AUDIT; Tax Laws,Accounts Executive,,,,,,,Accounts; Documentation; Finance; Auditing; Tax Audit; Accounts Assistant; Accounts &amp; Finance
47426,customer assistant; Customer Executive,,,,,,,,
53671,Housekeeping Attendant; Housekeeping; hotel operations; Customer Service,,,,,,,,
51441,Brochures; Visualization; Graphic Designing; Design,,,,,,,,
89794,HNI Client Handling; Investment; RM; Wealth Management,Service Delivery,,,,,,,Banking
113086,TL - Field; TL - Collections; TL - Operations; TL - Sales; TL - Malayalam; Trainer,TL - Tamil,,,,,,,TL - Insurance; AM - Operations; Quality Analyst
97825,Working Drawings; Interior Designing; Visualization; Commercial Architecture; Client Interation; Sr. Architect; architecture; Senior Architect,Project Managent,,,,,,,Residential Architecture; 3D Modelling; Design; Architect; Designing; Sketching
15453,PLSQL; SQL; Arbor; Billing Engineering,Uinx,,,,,,,Billing
88633,Recruitment; Bulk Hiring; Recruitment Manager,,,,,,,,
13312,Aerothermal; 1D Simulation; simulation correlation; Flowmaster; kuli information technology,kuli it,,,,,,,kuli software
115313,Technical Support; tech support; product support; networking,,,,,,,,
83270,pre editors; pre proofers,,,,,,,,
52900,Fixed Assets; Journal Entries; Business Rules; r2r; record to reconciliation; Balance Sheet; Excel; MS Office,record to closing,,,,,,,record to reconcile; r2r to reconcile; Budgeting; Taxation; Variance Analysis; rtr; record to report
27815,Initiate and guide analysis and design of steel and concrete structures.,,,,,,,,
126953,IT Recruitment; recruitment; technical recruiter,,,,,,,,
2331,utm; mutual_funds; dependability; financial_services; fixed_income; sas/graph; sas/ods; sas/macros; process_outsourcing; software_maintenance; channel_development; wealth_management; underwriting,business_model,,,,reference_data,,,outsourcing; tabulate; pro*c; base_sas; consensus_decision-making; conflict_resolution; facilitation; process_monitor; organizational_leadership; team_building; revenue_growth; ofccp; rapid_sql; securities; lockbox; investment_banking
38910,.Net; Software Development,,,,,,,,
108518,Patient Care Coordinator; Patient Counsellor; patient care assistant; patient counseling; patient care officer; Patient Care,Front Office Executive,,,,,,,patient care executive; FOA; Front Office; Receptionist
59731,Hibernate; J2Ee; Spring; Core Java; JDBC; ExtJS; java,Maven,,,,,,,Struts; Ant; Websphere Application Server; Javascript
95620,hotel sales; sales calls; Hotel; Proactive Sales; sales &amp; marketing; Sales manager; Sales Executive; account manager,room sales,,,,,,,hospitality sales; lead generation; Business Development; Assistant Sales Manager
95288,Sales Executive Activities; Maketing; Direct Sales; Sales,,,,,,,,BD
64948,XML; Schema; Javascript; HTML; SQL; Data Warehousing,Java,,,,,,,JQuery; DBMS; Pentaho
34454,International Sales; Business Development; Spanish Language,,,,,,,,
57091,enzymes; fish; meat; application; process development,Product Development,,,,,,,food; technical
